t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region,year
9072,2020-03-12,목,23,555,10,51294.82380430956,221.23034008996729,11347971.315082353,0,27,6,2020
9202,2020-05-15,금,23,555,30,67910.19623991442,196.74076653573871,13360704.063833203,0,27,6,2020
709,2021-10-31,일,8,154,10,63590.457689419214,162.1054707932506,10308361.081701584,0,32,10,2021
1269,2020-02-29,토,19,154,10,52080.73962438399,198.5071782853389,10338400.665849907,0,32,10,2020
1436,2020-12-13,일,17,154,30,71092.74772197774,131.84618299085702,9373307.42547471,0,32,10,2020
2059,2020-07-23,목,21,154,20,53901.3829235103,177.29289562637058,9556332.256774943,0,32,10,2020
3036,2021-05-07,금,20,154,30,43644.18999379288,208.54678206145715,9101855.37888435,0,32,10,2021
3610,2021-02-22,월,8,154,10,44959.879765766185,40.29015018291834,1811440.307968671,0,32,10,2021
4931,2021-08-11,수,4,154,20,41840.39849064192,154.812900193782,6477433.435599815,0,32,10,2021
4989,2020-06-24,수,20,154,20,51866.2636610384,173.18196083968968,8982301.242246972,0,32,10,2020
9236,2020-04-21,화,11,154,30,73244.77207139065,165.66918057558044,12134401.370512448,0,32,10,2020
710,2020-06-12,금,14,633,10,44305.1754459777,237.2017651587896,10509265.821455771,0,32,1,2020
824,2021-04-19,월,23,633,30,58408.21048888915,125.53712220500977,7332398.657919609,0,32,1,2021
2976,2020-07-21,화,1,633,30,46411.69105416062,147.28777253576368,6835874.594985347,0,32,1,2020
3827,2020-11-24,화,14,633,10,52038.02842582937,91.27338263831918,4749686.880254454,0,32,1,2020
7335,2021-05-07,금,16,633,30,34298.9663700387,239.50275613466005,8214696.978194285,0,32,1,2021
8075,2021-08-15,일,11,633,10,52602.5469047867,163.50612838097825,8600838.787380483,0,32,1,2021
8811,2021-11-07,일,6,633,20,52983.42017582477,155.19429320722364,8222724.445888478,0,32,1,2021
9775,2021-03-12,금,23,633,10,63401.93497864736,171.89102420076782,10898223.53979018,0,32,1,2021
712,2021-08-18,수,2,292,20,58902.24494672461,201.68777687913345,11879862.836495057,1,79,4,2021
2335,2021-03-12,금,13,292,20,38722.60418945637,189.1899855949892,7325928.928803719,1,79,4,2021
3200,2020-03-17,화,20,292,30,71122.35603423399,288.7198349299062,20534434.894030057,1,79,4,2020
5192,2021-10-14,목,3,292,30,58718.03324081988,193.8007430016682,11379598.469667545,1,79,4,2021
5374,2020-02-29,토,1,292,20,58548.986005506464,154.03323572670996,9018489.76294602,1,79,4,2020
7306,2021-01-18,월,9,292,20,55602.59370203234,149.87507119362266,8333442.689642172,1,79,4,2021
713,2021-10-22,금,9,893,10,48383.73084403885,157.1692943437342,7604436.834474753,1,48,8,2021
1460,2021-11-24,수,13,893,30,58824.48048031413,109.1860885438821,6422814.934271443,1,48,8,2021
3929,2021-10-31,일,6,893,30,62483.57133547118,175.88632473813067,10990005.718708836,1,48,8,2021
3978,2021-01-01,금,19,893,20,30936.984974325274,208.0576416334884,6436676.133008784,1,48,8,2021
4025,2020-05-31,일,17,893,20,48085.60261343036,147.62504362331708,7098639.183461147,1,48,8,2020
6545,2020-04-20,월,18,893,20,52114.13921988693,139.23110581752184,7255909.232313142,1,48,8,2020
7270,2020-08-09,일,22,893,30,59369.09081085597,239.7475655510553,14233594.990882246,1,48,8,2020
7466,2020-09-29,화,17,893,30,72671.13432408634,112.44619779565971,8171592.744241168,1,48,8,2020
8215,2021-12-16,목,24,893,10,44778.61702799404,84.69943822415186,3792723.706725536,1,48,8,2021
9092,2020-06-01,월,22,893,30,48664.71535594777,124.2824293086707,6048169.04605216,1,48,8,2020
714,2020-08-24,월,11,120,30,48457.8724031868,107.51627821433902,5210010.090975974,1,54,9,2020
2064,2020-10-28,수,22,120,10,44355.81486961458,190.8713417193245,8466253.8972173,1,54,9,2020
2938,2021-01-18,월,7,120,10,50804.86456796755,158.55609978400122,8055421.17595133,1,54,9,2021
5690,2021-06-18,금,20,120,20,66673.92168242844,164.6570861479832,10978333.666287504,1,54,9,2021
6838,2021-01-20,수,15,120,20,40774.48305032261,224.0422405109203,9135206.53826882,1,54,9,2021
6892,2021-02-22,월,4,120,30,61805.45270026665,144.25169104155287,8915541.067602174,1,54,9,2021
9410,2020-04-12,일,13,120,20,31575.63525579517,207.6951453700713,6558106.154604726,1,54,9,2020
715,2020-04-15,수,2,237,20,47765.13584812288,239.5475840914067,11442022.89621568,1,34,8,2020
876,2021-12-30,목,10,237,10,51056.06370150964,154.447832147626,7885498.356689262,1,34,8,2021
1554,2020-07-15,수,6,237,10,79506.37621570338,206.04823194695143,16382148.247754836,1,34,8,2020
2177,2020-06-06,토,16,237,30,51832.30682698633,163.69961517061853,8484928.680983085,1,34,8,2020
2873,2020-04-17,금,24,237,30,24487.840357143494,214.14186608537108,5243871.830479368,1,34,8,2020
2911,2020-08-31,월,21,237,20,27360.119952823967,106.1726494971076,2904896.425949999,1,34,8,2020
8385,2020-01-05,일,11,237,20,56215.9565476219,102.97011217033682,5788563.351471407,1,34,8,2020
8681,2021-05-30,일,4,237,30,64444.97280882792,157.23381131918265,10132928.695093105,1,34,8,2021
8859,2021-03-02,화,24,237,30,61062.26038427829,135.70314948589888,8286341.048874598,1,34,8,2021
9351,2020-03-08,일,22,237,30,58111.46953598441,151.806708446356,8821710.913238484,1,34,8,2020
716,2021-08-12,목,2,780,10,72230.38159816958,164.664028409063,11893745.607478458,1,26,2,2021
2956,2020-03-04,수,14,780,20,48073.81590996791,205.31233970039688,9870147.622801676,1,26,2,2020
3619,2021-03-06,토,6,780,10,68435.55151498422,156.5245896320905,10711846.617128696,1,26,2,2021
4281,2020-11-18,수,18,780,10,32567.636565178116,138.51805999152933,4511205.835517666,1,26,2,2020
5416,2021-07-20,화,1,780,20,42887.83785146599,158.95374502683438,6817182.442594141,1,26,2,2021
6447,2021-04-14,수,12,780,20,30083.259357502528,140.88529713174492,4238288.933273089,1,26,2,2021
717,2021-06-12,토,23,143,20,51831.69653042877,133.7527760909211,6932633.300447011,0,70,10,2021
1904,2021-01-21,목,5,143,30,55076.28551955897,104.37599617363148,5748642.1666473225,0,70,10,2021
2228,2021-05-05,수,8,143,20,57352.520477569065,177.16754239162884,10161005.10297648,0,70,10,2021
2589,2021-02-11,목,21,143,20,56611.32101428711,149.55712502185983,8466626.414586378,0,70,10,2021
2947,2021-01-21,목,22,143,10,42566.96883730443,215.96677015884612,9193050.775244892,0,70,10,2021
3582,2021-10-26,화,17,143,20,53032.59679922366,111.54141949320412,5915331.126396161,0,70,10,2021
4965,2020-08-29,토,2,143,30,34477.736983301984,150.7089071405417,5196102.061432479,0,70,10,2020
5075,2020-07-31,금,19,143,10,75082.99941867056,252.5953478404745,18965616.355065238,0,70,10,2020
5157,2020-08-13,목,9,143,10,51423.17387530807,133.51032369940907,6865524.589743377,0,70,10,2020
7704,2021-05-06,목,11,143,20,48793.538876666746,163.92825098837451,7998639.487585235,0,70,10,2021
8353,2020-01-02,목,3,143,30,78286.81204102481,121.55930172431044,9516490.205929317,0,70,10,2020
9519,2021-11-11,목,7,143,30,38100.12195385775,115.8232011408349,4412878.088552006,0,70,10,2021
719,2020-02-24,월,7,882,20,39756.01969795374,241.104578709419,9585358.3804385,0,10,3,2020
903,2021-07-10,토,14,882,30,40172.86044796132,181.56149894651787,7293844.759901139,0,10,3,2021
978,2020-07-31,금,4,882,20,54769.54455785648,179.94512569433576,9855512.579685008,0,10,3,2020
5456,2021-11-24,수,20,882,10,61859.63563721291,100.77212576337426,6233726.982109727,0,10,3,2021
5685,2020-02-21,금,4,882,30,66232.09950967907,189.68224329909333,12563053.213404706,0,10,3,2020
6086,2021-08-22,일,13,882,30,92240.58058734292,224.23639957801788,20683695.685891785,0,10,3,2021
7784,2020-11-08,일,23,882,20,23803.83194321385,223.892671662133,5329503.529562572,0,10,3,2020
720,2021-08-04,수,19,594,30,64373.50076870624,203.07644047614588,13072741.397097304,1,10,9,2021
3321,2021-08-05,목,17,594,10,47824.85724673412,125.29551616054891,5992240.174034119,1,10,9,2021
3635,2021-04-06,화,11,594,30,47409.18344979572,187.70862508518775,8899112.641772594,1,10,9,2021
4966,2021-12-11,토,12,594,20,46935.70477907114,203.04406732246636,9530016.400989126,1,10,9,2021
5001,2021-07-18,일,2,594,30,42833.589572730605,96.52673910319382,4134586.7255402505,1,10,9,2021
6325,2021-03-13,토,18,594,20,79643.56633291816,125.65054036114216,10007257.146019636,1,10,9,2021
6934,2021-04-04,일,15,594,10,67688.74403391997,212.58692117908677,14389741.692650322,1,10,9,2021
7268,2021-02-10,수,21,594,30,56062.18116649137,212.06292667709425,11888710.214067634,1,10,9,2021
7895,2021-08-01,일,18,594,30,74909.64138285915,107.16366250686652,8027591.527663119,1,10,9,2021
8186,2021-08-07,토,5,594,30,34263.65447566324,208.557486487915,7145941.655334724,1,10,9,2021
9115,2021-10-17,일,3,594,30,36844.51487884625,178.28484874595017,6568818.762293014,1,10,9,2021
9659,2020-12-19,토,22,594,10,24818.22300089265,207.951248773512,5160980.4653751245,1,10,9,2020
723,2020-01-03,금,8,528,30,45805.23721207448,146.70967482750865,6720071.456780346,1,80,2,2020
3554,2021-06-03,목,3,528,20,58028.12663388552,202.0748892447708,11726027.262623947,1,80,2,2021
5393,2021-05-09,일,3,528,30,57192.9352808156,210.6690886558818,12048783.553164251,1,80,2,2021
6535,2020-03-06,금,1,528,30,57852.73323611554,158.96146512045135,9196355.236435557,1,80,2,2020
7228,2021-11-22,월,10,528,20,35703.97947350732,174.92968469821034,6245685.871772009,1,80,2,2021
9073,2021-08-31,화,12,528,10,67133.14280194006,146.10396487358048,9808418.337787714,1,80,2,2021
724,2020-12-02,수,18,999,20,59134.27341410449,245.61822911939836,14524455.516234662,1,39,3,2020
739,2021-04-02,금,7,999,20,66138.11645982864,168.95818633736508,11174576.20482208,1,39,3,2021
1557,2021-07-23,금,23,999,10,28866.513626953834,134.27113033708451,3875939.413581945,1,39,3,2021
2555,2020-12-15,화,17,999,10,60154.32257950344,143.19210889135582,8613624.30909,1,39,3,2020
4411,2020-12-06,일,19,999,20,38873.44528765696,179.6462473732682,6983468.568397629,1,39,3,2020
5156,2020-02-26,수,8,999,20,50093.20884498146,206.7537957694508,10356961.070971742,1,39,3,2020
5573,2021-11-26,금,9,999,10,63317.86154886788,116.36835706609544,7368195.521380251,1,39,3,2021
5949,2021-11-27,토,15,999,10,57025.93984967978,254.09889398079576,14490228.244019018,1,39,3,2021
7259,2021-07-18,일,20,999,10,43645.924458861584,187.51618125953152,8184317.082067709,1,39,3,2021
8533,2020-10-17,토,18,999,20,55821.973701829935,194.3424125771137,10848577.044029824,1,39,3,2020
9043,2021-12-24,금,20,999,30,33993.872814419985,169.9568242703968,5777490.668190597,1,39,3,2021
725,2020-12-31,목,21,122,30,72060.16079927857,174.99485858066814,12610157.64836996,1,75,10,2020
1577,2021-10-29,금,17,122,30,52819.06959510146,167.74630841635565,8860203.938564843,1,75,10,2021
2359,2021-10-11,월,21,122,10,71609.95406208237,218.19561420924327,15624977.91007176,1,75,10,2021
8284,2021-09-10,금,13,122,30,48259.186730298665,173.81861482679045,8388344.990127941,1,75,10,2021
8949,2021-02-04,목,22,122,20,48301.14077749312,207.34733730428624,10015112.92897268,1,75,10,2021
9661,2020-09-23,수,10,122,10,44885.8410987789,155.39163632091862,6974884.295979993,1,75,10,2020
728,2021-01-03,일,3,448,30,68169.59841754369,182.62583940522853,12449530.132921254,1,36,9,2021
1654,2020-08-27,목,8,448,30,45663.058433008206,139.38078697539152,6364553.020095971,1,36,9,2020
2599,2021-12-17,금,10,448,30,64882.50581823007,226.79357696583364,14714935.57702291,1,36,9,2021
3108,2021-07-09,금,21,448,30,50304.29008603253,138.0903546090356,6946537.256336027,1,36,9,2021
3354,2020-02-17,월,10,448,10,27685.532688633317,160.1017104319807,4432501.137670707,1,36,9,2020
4558,2021-07-16,금,24,448,10,47637.72687976601,160.5351743336496,7647530.789502021,1,36,9,2021
6393,2021-08-25,수,18,448,10,38996.32562724628,158.84826679861112,6194498.737402332,1,36,9,2021
6833,2021-02-28,일,24,448,10,56214.15582205198,205.41973135446432,11547496.787283914,1,36,9,2021
9669,2021-04-07,수,17,448,10,38835.93693401654,160.46173999819462,6231682.014892446,1,36,9,2021
9962,2021-07-11,일,5,448,10,68876.49070088746,234.46845942488656,16149364.665229607,1,36,9,2021
729,2021-07-07,수,6,500,30,54440.17343622456,138.7510898819456,7553633.3976383,1,36,7,2021
877,2021-12-17,금,8,500,10,53212.08147439113,181.48959311213164,9657439.015436845,1,36,7,2021
1485,2020-08-09,일,6,500,10,65042.85454119896,140.5979931379177,9144894.816454072,1,36,7,2020
2518,2020-06-14,일,17,500,10,69414.90618034231,192.3746255126361,13353666.58143812,1,36,7,2020
2580,2021-03-15,월,9,500,10,55447.64316710453,173.47158783847817,9618590.702098968,1,36,7,2021
2907,2020-11-05,목,19,500,20,44786.28925584752,167.45302544902245,7499599.634526716,1,36,7,2020
5094,2021-05-07,금,20,500,10,30552.6898087029,225.5798790367711,6892072.07129519,1,36,7,2021
7690,2020-08-04,화,22,500,30,45994.94083187224,145.85215764711216,6708461.361179827,1,36,7,2020
8412,2021-04-12,월,17,500,30,46972.040483414006,199.53665924821163,9372644.036132185,1,36,7,2021
9293,2021-04-26,월,24,500,20,57252.53533513015,140.89331686476436,8066499.602283611,1,36,7,2021
730,2020-07-13,월,5,921,30,50833.815442168176,179.03685586878123,9101126.488579689,0,30,1,2020
1090,2020-12-14,월,24,921,10,65497.65146540794,122.43620582791424,8019283.936063675,0,30,1,2020
2429,2021-01-12,화,6,921,20,47032.0677903905,145.49846212281372,6843093.533957739,0,30,1,2021
4443,2021-01-07,목,15,921,10,54923.27177857017,170.60779673600592,9370338.38767471,0,30,1,2021
5150,2021-12-01,수,3,921,30,72538.7929618901,252.67071150955908,18328428.429725368,0,30,1,2021
9535,2020-06-14,일,10,921,10,60584.89724275164,178.5228214163052,10815786.790992953,0,30,1,2020
731,2020-03-12,목,14,58,30,54880.74036232187,245.7492918151896,13486903.078333892,0,55,8,2020
1586,2020-09-13,일,24,58,10,47188.75614585957,183.6937157354574,8668277.957367348,0,55,8,2020
2056,2021-04-30,금,9,58,30,46744.66000639748,157.4148051967588,7358301.548895781,0,55,8,2021
4076,2020-01-09,목,7,58,30,43659.078689091664,240.7604365263296,10511378.84352308,0,55,8,2020
4620,2021-02-02,화,20,58,30,48053.72183228925,193.06879026665325,9277673.94197035,0,55,8,2021
5087,2021-04-20,화,14,58,20,66459.07148294293,146.35489790973006,9726610.622061566,0,55,8,2021
5720,2021-04-11,일,5,58,30,52583.38401390106,194.52046519138173,10228544.3197211,0,55,8,2021
8823,2021-08-24,화,22,58,20,36573.8590181132,161.50280349565324,5906780.766080062,0,55,8,2021
9977,2021-04-14,수,15,58,20,80830.8401136134,88.10796100803923,7121840.508977303,0,55,8,2021
732,2020-10-03,토,7,523,10,60274.609718551466,214.65562800565976,12938284.201931708,0,69,10,2020
823,2020-10-18,일,23,523,30,35762.36670362769,221.5329203115685,7922541.533107843,0,69,10,2020
1591,2021-09-18,토,19,523,20,49461.19846315606,253.678455104803,12547240.413765486,0,69,10,2021
1917,2021-06-28,월,24,523,30,57306.88427929746,192.42528380788548,11027293.471589465,0,69,10,2021
2224,2020-09-27,일,19,523,20,79928.40684163116,163.40085476753688,13060369.998129977,0,69,10,2020
3240,2020-06-15,월,22,523,10,40004.06004645941,210.2866626930552,8412320.281342534,0,69,10,2020
8180,2020-03-05,목,8,523,10,69587.13665907929,210.92830914643773,14677897.073841687,0,69,10,2020
733,2020-03-02,월,17,572,30,75597.64823963263,245.04031807126267,18524471.77007901,1,35,6,2020
1520,2021-03-30,화,13,572,20,46809.628576901545,172.2308658834367,8062062.861481817,1,35,6,2021
2461,2021-10-02,토,18,572,20,51793.82164565423,166.99802054678003,8649465.691377224,1,35,6,2021
2624,2020-09-17,목,18,572,10,41023.255713774495,143.20428746711747,5874706.104072432,1,35,6,2020
3542,2020-02-14,금,20,572,20,52844.94406172591,197.41442469416373,10432354.229940884,1,35,6,2020
5135,2021-02-09,화,8,572,20,55213.56195557889,107.17756607546887,5917655.184756052,1,35,6,2021
7395,2020-02-21,금,12,572,20,65096.19470361804,207.73832121059223,13522974.204927456,1,35,6,2020
7966,2021-01-26,화,3,572,20,71207.3120874183,199.59376624856412,14212535.603964724,1,35,6,2021
8338,2020-02-06,목,13,572,10,45114.23748886687,199.47414463469204,8999123.933938077,1,35,6,2020
741,2021-11-14,일,17,44,10,27808.146319070263,180.14182130007816,5009410.124896382,1,56,7,2021
1276,2020-12-01,화,5,44,30,55431.37611922543,240.4844865093056,13330386.022536114,1,56,7,2020
1332,2020-05-24,일,10,44,20,59899.48780636449,211.8876072772787,12691959.148425102,1,56,7,2020
2120,2020-02-14,금,21,44,20,59273.23792778976,147.89701915274244,8766335.205051381,1,56,7,2020
2291,2020-04-11,토,1,44,30,51096.03557302493,148.67136526463867,7596517.36825216,1,56,7,2020
5331,2020-12-26,토,11,44,20,57503.69829845868,136.10338503201496,7826447.990279945,1,56,7,2020
6313,2020-08-23,일,6,44,30,77243.59524443149,198.01238778626512,15295188.735545672,1,56,7,2020
6399,2020-07-09,목,22,44,20,61151.37656212149,130.89157647995273,8004200.082135313,1,56,7,2020
7410,2021-09-11,토,15,44,10,50433.23063714829,221.0335704412204,11147437.036614433,1,56,7,2021
8919,2020-09-13,일,20,44,30,48632.97734323707,231.39882213909144,11253613.67434218,1,56,7,2020
9630,2020-09-11,금,21,44,10,53321.99691222376,136.13183306915758,7258821.18256898,1,56,7,2020
742,2021-05-20,목,12,288,10,78965.29394519461,166.13405639962548,13118824.597903969,1,13,2,2021
1568,2020-07-15,수,4,288,30,53131.10709312612,174.880728620679,9291606.720869225,1,13,2,2020
2108,2020-01-03,금,20,288,20,55451.964012167,212.4063300534316,11778348.170079354,1,13,2,2020
6767,2020-12-08,화,3,288,10,48886.83153686531,243.7883512945968,11918040.060389092,1,13,2,2020
9105,2021-11-03,수,10,288,10,71332.22023571862,101.24040902489963,7221703.153318376,1,13,2,2021
9249,2020-09-17,목,9,288,30,83551.43092987861,160.3958508912258,13401302.85717736,1,13,2,2020
9806,2020-02-05,수,15,288,20,62129.063432639465,162.65267779074873,10105458.535950096,1,13,2,2020
743,2021-10-23,토,22,732,10,56907.83337780474,113.56298579482475,6462623.473497895,0,57,3,2021
3637,2020-02-18,화,1,732,10,56255.03693418264,153.1738130887555,8616798.512657529,0,57,3,2020
4988,2020-11-20,금,9,732,10,21889.386394796937,192.66865500324656,4217398.63553189,0,57,3,2020
6251,2021-10-06,수,11,732,30,66309.81887600593,162.1048594109946,10749143.866463458,0,57,3,2021
7817,2020-09-28,월,7,732,30,57637.32784368291,107.33506883634004,6186506.551644404,0,57,3,2020
8404,2021-09-02,목,23,732,20,61812.94239607242,298.5060976662017,18451540.219917297,0,57,3,2021
8580,2020-11-25,수,12,732,20,45634.2293063498,185.6775703361948,8473252.821767805,0,57,3,2020
9396,2021-12-10,금,19,732,30,50275.83789512154,178.99397816357012,8999072.230354577,0,57,3,2021
