t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region
2859,2021-07-13,화,7,51,30,43670.59,93.0,4061364.8699999996,0,63,7
3557,2021-08-20,금,7,51,10,29509.58,45.5,1342685.8900000001,0,63,7
4256,2020-08-04,화,2,51,20,49393.05,1.25,61741.3125,0,63,7
4279,2020-04-10,금,3,51,30,20481.32,19.25,394265.41,0,63,7
4336,2020-08-05,수,2,51,10,41076.34,6.75,277265.295,0,63,7
7377,2020-07-17,금,6,51,20,42699.91,13.5,576448.785,0,63,7
7477,2020-08-08,토,16,51,20,18071.27,24.0,433710.48,0,63,7
7566,2021-03-29,월,14,51,20,35750.78,5.0,178753.9,0,63,7
545,2020-02-24,월,22,720,10,38430.47,160.0,6148875.2,0,52,7
2061,2021-02-10,수,13,720,20,41888.04,36.0,1507969.44,0,52,7
2913,2021-09-17,금,12,720,30,24222.58,27.0,654009.66,0,52,7
3838,2020-08-10,월,2,720,20,49649.31,10.0,496493.1,0,52,7
4994,2021-05-17,월,5,720,10,35021.02,27.0,945567.5399999999,0,52,7
5107,2020-12-29,화,4,720,10,12769.46,42.5,542702.0499999999,0,52,7
5599,2021-07-03,토,13,720,20,6530.29,11.0,71833.19,0,52,7
5609,2020-08-19,수,12,720,10,30705.04,200.0,6141008.0,0,52,7
6598,2021-02-11,목,7,720,30,17134.0,33.0,565422.0,0,52,7
8653,2021-02-11,목,7,720,10,46280.68,30.0,1388420.4,0,52,7
9055,2021-12-21,화,21,720,10,36985.0,33.0,1220505.0,0,52,7
547,2021-10-19,화,10,611,10,7430.17,81.0,601843.77,0,54,9
891,2020-05-05,화,11,611,10,32063.25,21.0,673328.25,0,54,9
2858,2021-12-26,일,21,611,10,7546.23,5.0,37731.149999999994,0,54,9
3393,2020-11-15,일,11,611,10,20138.31,68.0,1369405.08,0,54,9
3684,2021-04-05,월,13,611,20,36062.38,45.0,1622807.0999999999,0,54,9
4029,2021-08-08,일,12,611,10,37987.32,49.0,1861378.68,0,54,9
7651,2021-05-30,일,21,611,20,22130.88,52.0,1150805.76,0,54,9
8748,2021-12-18,토,1,611,20,13433.53,19.5,261953.83500000002,0,54,9
8888,2021-04-04,일,12,611,20,39388.43,53.0,2087586.79,0,54,9
9486,2021-01-23,토,5,611,10,34969.84,1.5,52454.759999999995,0,54,9
9992,2021-05-20,목,14,611,20,15131.36,23.0,348021.28,0,54,9
548,2020-10-18,일,3,412,20,31224.76,21.9,683822.244,1,80,4
1899,2020-08-08,토,11,412,20,18416.85,26.4,486204.8399999999,1,80,4
2527,2020-08-21,금,15,412,30,7375.42,41.4,305342.388,1,80,4
4941,2021-06-19,토,12,412,30,27686.35,48.6,1345556.6099999999,1,80,4
5773,2020-01-06,월,16,412,20,1403.85,33.6,47169.36,1,80,4
6458,2020-04-19,일,2,412,20,3535.09,24.9,88023.741,1,80,4
6985,2020-04-24,금,20,412,20,30169.15,4.8,144811.92,1,80,4
7003,2021-08-19,목,11,412,10,1374.14,47.4,65134.236000000004,1,80,4
7559,2020-11-06,금,15,412,20,42878.67,96.0,4116352.32,1,80,4
549,2020-05-21,목,23,984,10,12760.44,45.0,574219.8,0,58,7
2090,2020-02-07,금,2,984,20,14694.16,28.5,418783.56,0,58,7
2631,2021-04-27,화,7,984,20,34492.22,174.0,6001646.28,0,58,7
4275,2021-01-02,토,20,984,20,48213.06,8.0,385704.48,0,58,7
5103,2020-02-19,수,17,984,10,22081.34,87.0,1921076.58,0,58,7
6620,2020-08-15,토,14,984,30,26414.01,12.0,316968.12,0,58,7
7925,2021-07-01,목,15,984,10,42483.76,13.0,552288.88,0,58,7
9780,2020-02-17,월,11,984,30,40437.9,61.0,2466711.9,0,58,7
552,2020-09-11,금,17,641,10,27444.63,23.0,631226.49,0,49,4
1993,2020-09-20,일,3,641,10,24435.88,45.0,1099614.6,0,49,4
2345,2021-03-15,월,4,641,30,24381.85,47.5,1158137.875,0,49,4
5004,2020-01-16,목,17,641,10,26668.13,22.0,586698.86,0,49,4
7752,2020-10-30,금,18,641,30,45131.92,176.0,7943217.92,0,49,4
8281,2021-07-31,토,10,641,10,38209.29,45.0,1719418.05,0,49,4
8886,2020-05-29,금,10,641,10,8077.47,91.0,735049.77,0,49,4
554,2021-01-02,토,6,832,30,26923.77,15.25,410587.4925,0,80,7
703,2021-06-04,금,20,832,20,24021.36,49.0,1177046.6400000001,0,80,7
4001,2020-03-24,화,11,832,10,3253.05,33.5,108977.175,0,80,7
5662,2021-10-26,화,12,832,30,17022.0,36.0,612792.0,0,80,7
6410,2021-06-20,일,1,832,30,38626.58,12.5,482832.25,0,80,7
6815,2020-07-23,목,24,832,30,41911.29,92.0,3855838.68,0,80,7
6856,2021-01-19,화,9,832,20,22263.44,8.0,178107.52,0,80,7
7436,2021-05-03,월,3,832,20,10674.23,2.5,26685.574999999997,0,80,7
8900,2021-02-22,월,23,832,10,15998.53,34.5,551949.285,0,80,7
9983,2020-11-24,화,10,832,20,27752.3,28.5,790940.5499999999,0,80,7
555,2020-01-10,금,4,924,20,16154.58,11.7,189008.58599999998,1,10,8
4892,2020-12-29,화,6,924,10,49437.22,10.44,516124.5768,1,10,8
5058,2021-09-22,수,19,924,10,6640.92,15.839999999999998,105192.17279999999,1,10,8
5831,2021-04-24,토,16,924,10,15036.34,31.319999999999997,470938.1687999999,1,10,8
7540,2020-10-22,목,13,924,10,36112.08,1.0799999999999998,39001.0464,1,10,8
8497,2021-03-14,일,3,924,10,4962.68,12.78,63423.0504,1,10,8
556,2020-08-17,월,3,619,20,35952.14,0.75,26964.105,0,61,5
1252,2020-07-17,금,20,619,30,31743.21,47.0,1491930.8699999999,0,61,5
1562,2021-03-12,금,11,619,10,29063.54,18.0,523143.72000000003,0,61,5
2011,2021-08-05,목,18,619,20,37331.05,27.5,1026603.8750000001,0,61,5
2394,2020-06-10,수,9,619,10,20947.26,3.5,73315.40999999999,0,61,5
3274,2021-01-26,화,17,619,20,10139.73,13.0,131816.49,0,61,5
3505,2020-09-29,화,1,619,20,44765.65,43.5,1947305.7750000001,0,61,5
3772,2021-12-22,수,12,619,10,5509.25,24.5,134976.625,0,61,5
4019,2021-02-24,수,23,619,20,48812.89,30.0,1464386.7,0,61,5
4220,2021-07-22,목,12,619,10,34517.16,25.0,862929.0000000001,0,61,5
4630,2021-03-10,수,4,619,20,3862.15,14.0,54070.1,0,61,5
5095,2020-10-23,금,14,619,10,41024.63,25.5,1046128.065,0,61,5
9979,2020-07-02,목,7,619,10,17333.89,10.0,173338.9,0,61,5
558,2020-12-29,화,21,193,20,28023.3,12.0,336279.6,1,28,4
659,2021-09-18,토,4,193,10,21111.81,40.199999999999996,848694.762,1,28,4
663,2021-03-16,화,18,193,20,25668.22,28.799999999999997,739244.7359999999,1,28,4
1008,2021-07-14,수,18,193,30,29820.07,43.199999999999996,1288227.024,1,28,4
1180,2020-08-02,일,8,193,20,11020.56,67.2,740581.632,1,28,4
2426,2021-12-08,수,6,193,10,37836.08,44.4,1679921.952,1,28,4
3711,2020-02-21,금,14,193,20,11279.58,10.799999999999999,121819.46399999999,1,28,4
3733,2021-12-27,월,11,193,20,20763.82,2.4,49833.168,1,28,4
559,2021-05-16,일,18,274,20,20968.71,7.8,163555.938,1,80,8
1617,2021-06-03,목,4,274,10,39239.7,21.3,835805.61,1,80,8
3485,2020-04-09,목,2,274,20,13785.18,1.2,16542.216,1,80,8
3563,2020-05-29,금,23,274,10,41729.22,90.0,3755629.8000000003,1,80,8
8357,2020-08-25,화,2,274,10,48751.34,10.2,497263.66799999995,1,80,8
9159,2021-01-16,토,24,274,20,2478.16,46.199999999999996,114490.99199999998,1,80,8
9164,2020-07-16,목,20,274,20,8086.99,9.0,72782.91,1,80,8
562,2021-09-12,일,2,219,30,24783.53,5.22,129370.02659999998,1,15,8
674,2020-11-25,수,7,219,10,23201.55,19.8,459390.69,1,15,8
1377,2021-11-13,토,7,219,20,2232.09,28.439999999999998,63480.6396,1,15,8
3062,2021-04-30,금,5,219,30,17958.59,2.88,51720.739199999996,1,15,8
3322,2021-10-10,일,15,219,20,26446.68,2.1599999999999997,57124.828799999996,1,15,8
3341,2021-08-05,목,21,219,20,37159.01,21.599999999999998,802634.6159999999,1,15,8
3570,2020-07-06,월,8,219,20,17240.28,28.439999999999998,490313.5631999999,1,15,8
3576,2020-11-05,목,8,219,30,13522.11,25.2,340757.172,1,15,8
4044,2020-04-05,일,20,219,20,27308.49,11.52,314593.8048,1,15,8
4461,2020-05-25,월,5,219,10,8928.9,7.02,62680.878,1,15,8
4550,2021-04-17,토,22,219,20,11797.68,9.719999999999999,114673.44959999999,1,15,8
6140,2020-01-11,토,9,219,10,24655.35,10.799999999999999,266277.77999999997,1,15,8
6632,2020-07-05,일,6,219,10,33108.44,12.42,411206.8248,1,15,8
6633,2021-12-03,금,15,219,10,18846.97,6.84,128913.2748,1,15,8
7452,2020-03-17,화,8,219,30,25878.93,27.719999999999995,717363.9395999999,1,15,8
8040,2020-05-24,일,3,219,30,23742.36,3.0599999999999996,72651.6216,1,15,8
8062,2021-02-27,토,16,219,10,11518.69,19.8,228070.062,1,15,8
9965,2021-07-27,화,5,219,20,40304.81,10.259999999999998,413527.3505999999,1,15,8
564,2021-12-23,목,9,530,20,2277.98,68.0,154902.64,0,28,7
752,2021-05-23,일,8,530,30,33940.72,37.0,1255806.6400000001,0,28,7
1020,2020-09-21,월,22,530,30,21937.91,19.0,416820.29,0,28,7
1673,2020-09-14,월,8,530,20,9839.32,69.0,678913.08,0,28,7
2944,2021-08-16,월,10,530,10,21407.24,45.0,963325.8,0,28,7
3221,2021-07-12,월,5,530,10,28572.83,27.5,785752.8250000001,0,28,7
6576,2020-11-10,화,1,530,10,41453.7,27.5,1139976.75,0,28,7
7106,2021-05-02,일,19,530,30,22686.8,65.0,1474642.0,0,28,7
8042,2021-06-05,토,19,530,30,22712.15,96.0,2180366.4000000004,0,28,7
8327,2020-04-16,목,18,530,30,26416.98,37.0,977428.26,0,28,7
9534,2020-07-14,화,7,530,10,43699.45,37.0,1616879.65,0,28,7
571,2020-03-02,월,10,952,20,35053.56,64.8,2271470.6879999996,1,34,4
1771,2020-09-02,수,14,952,20,10807.37,98.39999999999999,1063445.208,1,34,4
3007,2020-04-08,수,16,952,30,36578.96,69.6,2545895.616,1,34,4
3179,2021-12-09,목,4,952,10,48318.95,81.6,3942826.3199999994,1,34,4
3220,2021-07-27,화,10,952,30,45330.32,13.2,598360.2239999999,1,34,4
3704,2021-10-20,수,20,952,10,37663.81,6.0,225982.86,1,34,4
3726,2021-08-11,수,7,952,20,3742.6,21.599999999999998,80840.15999999999,1,34,4
4250,2020-01-08,수,24,952,20,30459.88,74.39999999999999,2266215.0719999997,1,34,4
4376,2021-11-03,수,15,952,10,3594.47,94.8,340755.756,1,34,4
5606,2021-11-30,화,15,952,10,29070.64,75.6,2197740.3839999996,1,34,4
5822,2021-03-10,수,8,952,10,33191.83,16.8,557622.7440000001,1,34,4
7733,2021-10-20,수,11,952,10,41506.86,70.8,2938685.688,1,34,4
9739,2020-09-23,수,18,952,20,35537.1,19.2,682312.32,1,34,4
575,2021-06-13,일,9,869,20,23873.9,2.4,57297.36,1,25,3
2393,2020-02-05,수,17,869,10,41640.34,225.6,9394060.703999998,1,25,3
2705,2020-10-11,일,23,869,30,14863.42,79.2,1177182.864,1,25,3
3059,2020-02-22,토,19,869,20,18812.6,115.19999999999999,2167211.5199999996,1,25,3
3841,2020-08-28,금,19,869,30,11367.99,32.4,368322.876,1,25,3
4134,2020-11-19,목,2,869,20,22257.25,15.0,333858.75,1,25,3
5083,2020-12-18,금,11,869,30,46545.87,220.79999999999998,10277328.095999999,1,25,3
5850,2021-06-29,화,15,869,20,37484.86,82.8,3103746.408,1,25,3
5884,2020-04-06,월,21,869,10,43222.38,46.8,2022807.3839999998,1,25,3
6625,2020-08-12,수,1,869,20,10514.38,12.6,132481.188,1,25,3
7179,2021-01-19,화,5,869,20,39616.83,31.2,1236045.0960000001,1,25,3
7357,2021-01-10,일,15,869,30,47686.8,19.2,915586.56,1,25,3
7774,2020-02-21,금,20,869,30,44830.4,36.0,1613894.4000000001,1,25,3
7826,2021-09-15,수,6,869,20,10430.7,51.6,538224.12,1,25,3
8933,2021-01-19,화,15,869,30,38919.74,189.6,7379182.703999999,1,25,3
9399,2020-09-11,금,4,869,20,12765.81,12.0,153189.72,1,25,3
9622,2020-04-28,화,22,869,30,22174.77,26.4,585413.928,1,25,3
578,2020-06-23,화,23,97,10,3476.91,44.0,152984.03999999998,0,32,5
833,2021-08-28,토,1,97,30,19224.04,50.0,961202.0,0,32,5
2559,2021-09-16,목,15,97,20,16645.95,20.0,332919.0,0,32,5
2775,2021-08-25,수,22,97,30,35095.34,176.0,6176779.84,0,32,5
3677,2021-07-22,목,7,97,20,39805.81,164.0,6528152.84,0,32,5
4439,2021-08-17,화,18,97,10,9095.95,57.0,518469.15,0,32,5
5281,2020-05-24,일,15,97,10,13525.01,9.0,121725.09,0,32,5
5961,2021-07-23,금,10,97,30,8402.54,86.0,722618.4400000001,0,32,5
6024,2021-03-26,금,12,97,30,20607.29,59.0,1215830.11,0,32,5
8425,2021-06-02,수,19,97,20,48939.43,25.0,1223485.75,0,32,5
9905,2021-05-08,토,12,97,30,13876.21,10.0,138762.09999999998,0,32,5
580,2020-11-30,월,2,939,10,1440.78,7.75,11166.045,0,80,4
1834,2020-10-29,목,12,939,10,35386.97,30.0,1061609.1,0,80,4
2248,2020-02-17,월,6,939,20,1952.69,12.25,23920.4525,0,80,4
3040,2021-08-09,월,22,939,20,10121.73,4.0,40486.92,0,80,4
3101,2021-03-17,수,17,939,20,26514.15,47.0,1246165.05,0,80,4
3444,2020-05-02,토,13,939,30,15292.99,46.0,703477.54,0,80,4
4631,2021-08-06,금,22,939,10,41613.63,30.5,1269215.7149999999,0,80,4
6342,2020-12-04,금,18,939,10,1294.27,31.5,40769.505,0,80,4
6715,2021-03-25,목,24,939,30,31790.91,26.5,842459.115,0,80,4
7317,2021-01-06,수,17,939,20,25904.1,14.5,375609.44999999995,0,80,4
581,2020-10-25,일,5,271,20,8727.32,46.8,408438.57599999994,1,18,10
2193,2021-08-29,일,3,271,20,4408.65,0.6,2645.1899999999996,1,18,10
2437,2020-03-30,월,1,271,10,1538.48,23.4,36000.432,1,18,10
2932,2020-06-16,화,10,271,20,27370.47,97.2,2660409.6840000004,1,18,10
4919,2021-11-12,금,12,271,10,48172.82,34.8,1676414.136,1,18,10
5912,2020-03-29,일,6,271,30,40186.01,103.2,4147196.2320000003,1,18,10
7116,2021-10-04,월,21,271,10,33805.16,91.2,3083030.5920000006,1,18,10
7769,2020-06-10,수,21,271,30,47499.91,206.4,9803981.424,1,18,10
8759,2021-08-17,화,3,271,20,11268.36,51.6,581447.376,1,18,10
9567,2021-04-22,목,8,271,20,9272.04,51.6,478437.2640000001,1,18,10
583,2020-10-11,일,23,316,10,9584.27,7.0,67089.89,0,17,7
2220,2020-08-19,수,5,316,20,7513.74,16.0,120219.84,0,17,7
5942,2021-04-28,수,2,316,20,11550.15,13.0,150151.94999999998,0,17,7
7473,2021-05-17,월,3,316,20,16183.78,38.0,614983.64,0,17,7
8994,2021-09-14,화,13,316,10,21008.1,54.0,1134437.4,0,17,7
9000,2020-06-02,화,19,316,10,11267.8,12.0,135213.59999999998,0,17,7
9729,2020-06-09,화,15,316,30,31512.74,44.0,1386560.56,0,17,7
584,2020-06-02,화,24,957,10,3328.48,13.0,43270.24,0,74,2
1050,2021-07-17,토,21,957,20,27548.13,33.0,909088.29,0,74,2
1600,2020-01-25,토,24,957,30,35697.18,100.0,3569718.0,0,74,2
2862,2021-04-20,화,16,957,30,16064.79,19.5,313263.405,0,74,2
2918,2021-02-25,목,15,957,30,43893.71,90.0,3950433.9,0,74,2
3925,2021-12-29,수,11,957,10,10877.7,14.0,152287.80000000002,0,74,2
3948,2021-08-05,목,23,957,30,34728.56,7.5,260464.19999999998,0,74,2
4393,2020-01-05,일,20,957,10,22298.55,8.5,189537.675,0,74,2
4622,2020-08-04,화,6,957,20,35755.43,9.75,348615.4425,0,74,2
5430,2021-07-29,목,5,957,30,8275.52,16.75,138614.96000000002,0,74,2
5643,2020-08-11,화,12,957,30,21101.69,28.0,590847.32,0,74,2
6485,2020-01-09,목,20,957,20,20337.07,3.5,71179.745,0,74,2
9922,2021-06-19,토,24,957,30,6763.4,36.0,243482.4,0,74,2
585,2021-11-05,금,19,262,10,19380.55,39.0,755841.45,1,65,2
2166,2020-08-17,월,5,262,30,13848.31,17.7,245115.08699999997,1,65,2
2735,2021-03-18,목,17,262,20,18179.5,0.6,10907.699999999999,1,65,2
4560,2021-05-11,화,5,262,30,38924.54,1.5,58386.81,1,65,2
5883,2020-02-05,수,22,262,30,4407.37,37.199999999999996,163954.164,1,65,2
9855,2021-12-19,일,19,262,10,27241.24,15.0,408618.60000000003,1,65,2
586,2021-08-26,목,15,174,10,24473.86,10.799999999999999,264317.68799999997,1,34,6
821,2021-07-01,목,19,174,30,38069.03,218.4,8314276.152,1,34,6
1193,2020-03-17,화,24,174,10,45252.79,30.0,1357583.7,1,34,6
1631,2021-05-20,목,5,174,30,35813.79,21.599999999999998,773577.864,1,34,6
1720,2020-02-18,화,12,174,10,31103.55,37.199999999999996,1157052.0599999998,1,34,6
2032,2021-07-04,일,23,174,30,2280.68,110.39999999999999,251787.07199999996,1,34,6
2891,2021-01-22,금,20,174,20,10990.27,18.0,197824.86000000002,1,34,6
3172,2020-09-02,수,19,174,10,8146.79,57.599999999999994,469255.10399999993,1,34,6
3712,2021-03-21,일,4,174,20,36434.21,39.6,1442794.716,1,34,6
5443,2020-12-19,토,10,174,20,3975.08,84.0,333906.72,1,34,6
5565,2021-03-09,화,4,174,10,41908.92,11.4,477761.688,1,34,6
6101,2020-03-07,토,10,174,20,23064.76,111.6,2574027.2159999995,1,34,6
8360,2020-02-08,토,21,174,10,5101.18,32.4,165278.232,1,34,6
8953,2020-08-12,수,13,174,20,47149.54,10.799999999999999,509215.03199999995,1,34,6
587,2021-09-22,수,12,242,20,32464.41,18.0,584359.38,0,46,5
2006,2020-10-24,토,14,242,30,15903.59,37.0,588432.83,0,46,5
2466,2020-04-18,토,7,242,20,30691.66,88.0,2700866.08,0,46,5
2901,2020-09-02,수,23,242,20,13759.85,94.0,1293425.9000000001,0,46,5
3064,2020-01-02,목,20,242,20,49696.53,138.0,6858121.14,0,46,5
3160,2020-10-28,수,15,242,20,49693.06,122.0,6062553.319999999,0,46,5
3224,2021-08-17,화,10,242,20,44359.84,38.0,1685673.92,0,46,5
6075,2020-01-17,금,2,242,20,34297.71,6.0,205786.26,0,46,5
6310,2021-04-07,수,19,242,10,33568.98,62.0,2081276.7600000002,0,46,5
6999,2021-07-24,토,20,242,20,15586.85,26.0,405258.10000000003,0,46,5
8474,2020-05-19,화,20,242,10,34399.92,198.0,6811184.159999999,0,46,5
588,2021-11-06,토,18,191,30,18102.35,81.6,1477151.7599999998,1,42,1
866,2021-09-26,일,14,191,30,4859.9,48.0,233275.19999999998,1,42,1
929,2020-08-26,수,8,191,30,1937.6,3.5999999999999996,6975.359999999999,1,42,1
1245,2021-08-12,목,24,191,30,45862.22,216.0,9906239.52,1,42,1
3356,2021-06-04,금,23,191,20,28799.18,27.599999999999998,794857.3679999999,1,42,1
5048,2021-08-04,수,19,191,10,8009.32,54.0,432503.27999999997,1,42,1
7302,2021-01-11,월,10,191,20,45219.04,61.199999999999996,2767405.2479999997,1,42,1
7747,2021-02-10,수,8,191,30,31159.42,108.0,3365217.36,1,42,1
8406,2021-11-01,월,22,191,10,18793.53,12.0,225522.36,1,42,1
589,2021-08-21,토,13,856,10,8938.3,56.4,504120.11999999994,1,78,2
662,2021-03-30,화,16,856,20,9788.72,58.199999999999996,569703.504,1,78,2
718,2021-02-06,토,13,856,10,13164.57,58.8,774076.7159999999,1,78,2
747,2021-02-23,화,3,856,10,7536.16,6.3,47477.808,1,78,2
1954,2020-03-14,토,16,856,10,40963.15,16.8,688180.92,1,78,2
1985,2021-07-04,일,6,856,30,26948.2,1.7999999999999998,48506.759999999995,1,78,2
2055,2020-03-11,수,2,856,10,8808.07,0.8999999999999999,7927.262999999999,1,78,2
3688,2020-12-22,화,1,856,20,49165.3,3.3,162245.49,1,78,2
4540,2020-09-12,토,21,856,10,18794.01,13.2,248080.93199999997,1,78,2
5536,2021-08-26,목,1,856,30,31872.8,18.3,583272.24,1,78,2
7876,2021-06-21,월,3,856,20,30018.15,11.4,342206.91000000003,1,78,2
8002,2020-06-25,목,12,856,10,18820.64,46.199999999999996,869513.5679999999,1,78,2
8037,2020-08-01,토,14,856,30,3437.18,18.0,61869.24,1,78,2
8236,2020-06-08,월,1,856,10,4841.09,1.7999999999999998,8713.962,1,78,2
593,2021-10-22,금,19,129,20,7707.74,15.6,120240.74399999999,1,80,4
721,2021-09-30,목,12,129,30,36202.99,6.0,217217.94,1,80,4
2132,2020-05-09,토,9,129,20,37261.99,1.2,44714.388,1,80,4
3294,2021-12-07,화,15,129,10,39994.57,20.4,815889.2279999999,1,80,4
3939,2020-12-05,토,9,129,20,16447.28,18.0,296051.04,1,80,4
4586,2020-08-11,화,20,129,30,2447.48,36.6,89577.76800000001,1,80,4
8228,2020-11-03,화,20,129,10,28732.42,24.0,689578.08,1,80,4
8996,2021-03-05,금,2,129,20,28451.74,28.5,810874.5900000001,1,80,4
595,2021-09-26,일,15,322,10,24223.67,3.3,79938.11099999999,0,11,1
2392,2021-09-28,화,2,322,10,45944.68,9.0,413502.12,0,11,1
2440,2020-09-17,목,16,322,20,33560.09,56.4,1892789.0759999997,0,11,1
3663,2021-09-12,일,15,322,30,43867.56,20.4,894898.2239999999,0,11,1
3764,2020-05-17,일,2,322,10,1126.77,4.5,5070.465,0,11,1
4519,2021-07-18,일,1,322,10,10084.76,5.55,55970.418,0,11,1
6394,2020-07-09,목,21,322,10,24312.89,26.099999999999998,634566.4289999999,0,11,1
7485,2021-11-27,토,21,322,30,13818.55,6.0,82911.29999999999,0,11,1
7819,2021-08-13,금,3,322,20,6827.86,1.2,8193.431999999999,0,11,1
597,2021-10-15,금,17,481,10,31742.09,43.8,1390303.542,1,61,2
1101,2020-02-04,화,8,481,20,11555.5,60.0,693330.0,1,61,2
1852,2021-07-20,화,16,481,30,5901.34,25.8,152254.57200000001,1,61,2
2324,2020-11-09,월,19,481,10,49396.94,3.5999999999999996,177828.984,1,61,2
4705,2020-09-18,금,11,481,30,38378.2,1.2,46053.84,1,61,2
8050,2021-07-22,목,21,481,30,6574.81,20.4,134126.124,1,61,2
8699,2020-10-06,화,20,481,30,29711.76,40.8,1212239.808,1,61,2
9205,2021-02-01,월,12,481,30,44326.6,110.39999999999999,4893656.64,1,61,2
600,2021-06-04,금,3,102,30,16573.04,38.4,636404.736,1,20,6
5400,2020-09-05,토,22,102,30,14910.27,55.199999999999996,823046.904,1,20,6
5908,2020-12-21,월,8,102,30,16066.26,44.4,713341.944,1,20,6
9059,2021-04-03,토,9,102,30,2322.73,82.8,192322.044,1,20,6
9096,2021-12-11,토,7,102,10,36713.29,88.8,3260140.152,1,20,6
9754,2020-03-05,목,23,102,20,29622.14,9.6,284372.544,1,20,6
604,2020-12-15,화,13,296,20,22557.52,45.0,1015088.4,0,38,6
1021,2021-02-23,화,12,296,30,9522.99,96.0,914207.04,0,38,6
1239,2020-11-23,월,7,296,30,18547.04,29.0,537864.16,0,38,6
1488,2021-08-01,일,13,296,30,28086.32,54.0,1516661.28,0,38,6
1712,2020-02-27,목,22,296,10,7360.64,34.0,250261.76,0,38,6
3960,2021-12-06,월,23,296,30,47086.64,54.0,2542678.56,0,38,6
4016,2021-05-19,수,13,296,10,3332.65,96.0,319934.4,0,38,6
4232,2021-05-16,일,20,296,30,23063.96,13.0,299831.48,0,38,6
6500,2021-09-09,목,6,296,30,42476.0,77.0,3270652.0,0,38,6
7168,2020-08-17,월,24,296,30,3477.08,6.0,20862.48,0,38,6
605,2020-12-02,수,10,655,10,24466.0,74.0,1810484.0,0,33,8
3642,2021-06-18,금,12,655,10,45054.92,32.0,1441757.44,0,33,8
4204,2021-12-27,월,22,655,30,30177.63,72.0,2172789.36,0,33,8
4894,2021-09-21,화,23,655,20,2610.11,11.0,28711.210000000003,0,33,8
5604,2021-03-07,일,22,655,20,11616.15,45.0,522726.75,0,33,8
5794,2021-02-21,일,20,655,10,4487.48,65.0,291686.19999999995,0,33,8
6343,2020-01-04,토,14,655,10,39216.74,33.0,1294152.42,0,33,8
7795,2021-03-25,목,2,655,10,40329.96,31.0,1250228.76,0,33,8
8664,2021-07-07,수,17,655,30,20612.88,1.0,20612.88,0,33,8
8725,2021-04-06,화,3,655,30,33572.43,23.5,788952.105,0,33,8
8734,2020-02-23,일,9,655,30,25129.34,93.0,2337028.62,0,33,8
9700,2021-04-08,목,12,655,30,48070.37,6.0,288422.22000000003,0,33,8
9849,2021-08-17,화,22,655,30,19750.23,50.0,987511.5,0,33,8
606,2021-10-29,금,8,255,30,33468.14,75.0,2510110.5,0,23,10
1407,2020-03-23,월,6,255,10,49792.38,2.0,99584.76,0,23,10
2713,2021-11-04,목,20,255,20,39390.18,75.0,2954263.5,0,23,10
5444,2020-08-17,월,10,255,30,11439.91,98.0,1121111.18,0,23,10
6162,2020-01-14,화,3,255,10,15440.39,37.0,571294.4299999999,0,23,10
7097,2021-05-15,토,8,255,20,20935.51,68.0,1423614.68,0,23,10
7278,2020-08-05,수,17,255,30,15983.91,69.0,1102889.79,0,23,10
7326,2020-10-08,목,14,255,30,47155.28,26.0,1226037.28,0,23,10
8988,2021-04-25,일,17,255,20,20734.51,53.0,1098929.03,0,23,10
607,2021-01-22,금,16,303,10,6851.39,30.0,205541.7,1,53,8
789,2021-09-10,금,2,303,20,40354.81,16.2,653747.9219999999,1,53,8
2082,2020-02-16,일,15,303,10,18103.31,1.2,21723.972,1,53,8
2770,2021-05-06,목,6,303,10,33680.77,45.0,1515634.65,1,53,8
3282,2021-10-08,금,23,303,20,39096.92,1.2,46916.304,1,53,8
3870,2021-09-28,화,1,303,30,31662.43,14.399999999999999,455938.99199999997,1,53,8
4899,2020-04-06,월,19,303,20,23403.08,73.2,1713105.4560000002,1,53,8
5750,2021-01-07,목,9,303,30,12213.0,106.8,1304348.4,1,53,8
5964,2021-10-04,월,2,303,10,42738.69,25.2,1077014.9880000001,1,53,8
7507,2020-07-01,수,11,303,30,36058.72,90.0,3245284.8000000003,1,53,8
7886,2020-05-05,화,23,303,30,20909.45,61.199999999999996,1279658.3399999999,1,53,8
608,2021-09-27,월,10,917,10,32342.31,67.67999999999999,2188927.5408,1,15,4
889,2021-02-14,일,14,917,20,39192.81,20.519999999999996,804236.4611999998,1,15,4
